date,predicted_rainfall_mm,lower_bound_mm,upper_bound_mm
2025-12-31,0.2680055990860078,0.0,2.348255465304125
2026-01-01,0.25861306969478304,0.0,2.384006695374172
2026-01-02,0.24786395831614888,0.0,2.096314820737559
2026-01-03,0.2359962197258855,0.0,2.25064960787334
2026-01-04,0.22327394187499217,0.0,2.23605092811537
2026-01-05,0.2099813065182145,0.0,2.075530632319776
2026-01-06,0.19641604151373473,0.0,2.2539229589907164
2026-01-07,0.18288252610039615,0.0,2.2578345627146454
2026-01-08,0.16968471936802346,0.0,2.282362500234419
2026-01-09,0.1571190866396149,0.0,2.265033488331068
2026-01-10,0.14546769846572788,0.0,2.104689507869825
2026-01-11,0.1349916724026245,0.0,1.970826495873187
2026-01-12,0.12592511883298732,0.0,2.136009589730914
2026-01-13,0.11846973903981003,0.0,2.2957745106024885
2026-01-14,0.1127902069133425,0.0,1.9949340540520202
2026-01-15,0.10901044551352364,0.0,2.1953339937563974
2026-01-16,0.10721088676898913,0.0,1.9456449408341456
2026-01-17,0.10742677748022221,0.0,2.246728137221154
2026-01-18,0.1096475681789314,0.0,2.059990084239029
2026-01-19,0.11381739398230639,0.0,1.921294674580671
2026-01-20,0.11983662909280104,0.0,2.179216661490297
2026-01-21,0.1275644697500544,0.0,2.1947744811894463
2026-01-22,0.13682247494180952,0.0,2.2958636149937086
2026-01-23,0.14739897068093907,0.0,2.2576113928301402
2026-01-24,0.15905420275670729,0.0,2.233476166625318
2026-01-25,0.17152610509727934,0.0,2.152741509643597
2026-01-26,0.1845365366727726,0.0,2.233059085716101
2026-01-27,0.19779782956850384,0.0,2.2702971675877213
2026-01-28,0.21101948469440476,0.0,2.4307775951179478
2026-01-29,0.2239148496956144,0.0,2.2352109427550255
2026-01-30,0.2362076159923876,0.0,2.226096441994652
2026-01-31,0.24763797840015608,0.0,2.325387260174704
2026-02-01,0.2579683112471834,0.0,2.2011253344729487
2026-02-02,0.26698822899508245,0.0,2.081687745270619
2026-02-03,0.27451891666714034,0.0,2.1548338548871713
2026-02-04,0.2804166354072299,0.0,2.159818588485083
2026-02-05,0.2845753306680508,0.0,2.3054242317769225
2026-02-06,0.2869282942513376,0.0,2.4374002916327204
2026-02-07,0.28744885605182074,0.0,2.2309840288335896
2026-02-08,0.2861501062310479,0.0,2.297785688610857
2026-02-09,0.2830836730097439,0.0,2.3151202557862027
2026-02-10,0.2783376046816754,0.0,2.2588202413361906
2026-02-11,0.2720334262186612,0.0,2.194209120050517
2026-02-12,0.26432246040790114,0.0,2.3192567946473734
2026-02-13,0.2553815203601196,0.0,2.339246827106155
2026-02-14,0.24540809404962846,0.0,2.266405607479097
2026-02-15,0.23461515198232596,0.0,2.126227301534578
2026-02-16,0.22322571592042204,0.0,2.2856657182790716
2026-02-17,0.2114673297068038,0.0,2.1667319476566735
2026-02-18,0.19956657261297656,0.0,2.154420102479123
2026-02-19,0.18774375137142343,0.0,2.2824363030618633
2026-02-20,0.17620789932719405,0.0,2.16274664465005
2026-02-21,0.1651522002294774,0.0,2.082805414698861
2026-02-22,0.15474994043508242,0.0,2.097038965068156
2026-02-23,0.14515107713783365,0.0,2.295174577335113
2026-02-24,0.13647949215059282,0.0,2.189422237881491
2026-02-25,0.1288309812740311,0.0,2.246222458985367
2026-02-26,0.12227200894141924,0.0,2.0989302153760336
2026-02-27,0.11683923719315277,0.0,2.0434705453110853
2026-02-28,0.11253981766862421,0.0,2.2938270792128153
2026-03-01,0.10935241574819347,0.0,2.057654597227793
2026-03-02,0.10722891773902332,0.0,2.1411928075849143
2026-03-03,0.10609675553725433,0.0,2.122875686157077
2026-03-04,0.10586176891543117,0.0,2.239289354014171
2026-03-05,0.10641151381116253,0.0,2.0123954105945816
2026-03-06,0.10761891598698657,0.0,2.1506349956824744
2026-03-07,0.10934616336651419,0.0,2.146109030989641
2026-03-08,0.11144872731757181,0.0,2.199216048562612
2026-03-09,0.11377940315313485,0.0,2.11121123559907
2026-03-10,0.11619226307568108,0.0,2.159208839462197
2026-03-11,0.11854642054048246,0.0,2.231880518509293
2026-03-12,0.12070951332543983,0.0,2.169021657003086
2026-03-13,0.12256082317145357,0.0,2.0371895518752083
2026-03-14,0.12399396234514484,0.0,2.082042993200468
2026-03-15,0.1249190714767488,0.0,2.2724244039621295
2026-03-16,0.12526448811215896,0.0,2.1000712710988436
2026-03-17,0.12497786114096116,0.0,2.043805165274034
2026-03-18,0.12402670216751005,0.0,2.353758196450419
2026-03-19,0.12239838053400906,0.0,2.219608890297598
2026-03-20,0.12009958365471643,0.0,2.291635358687357
2026-03-21,0.11715527818400426,0.0,2.251725921314266
2026-03-22,0.11360721996290707,0.0,2.096836486249659
2026-03-23,0.10951207136586041,0.0,2.085093320037469
2026-03-24,0.10493919335585461,0.0,2.2169163695575853
2026-03-25,0.09996818606954357,0.0,2.0282868827339513
2026-03-26,0.09468625597985166,0.0,2.1265149623222275
2026-03-27,0.08918548957433171,0.0,2.0849250456863375
2026-03-28,0.08356011306519424,0.0,2.1087302889779314
2026-03-29,0.07790381499817763,0.0,1.974331332766502
2026-03-30,0.07230720389990597,0.0,2.1163895169521956
