date,predicted_rainfall_mm,lower_bound_mm,upper_bound_mm
2025-12-31,2.78446076411279,0.0,6.71173107358554
2026-01-01,2.8895508118049027,0.0,6.795142845315549
2026-01-02,2.9892406062835035,0.0,6.714153173129458
2026-01-03,3.0815012288111654,0.0,7.1304909671440795
2026-01-04,3.1643734811590747,0.0,7.2075926994930395
2026-01-05,3.2360188166815234,0.0,7.219370587282875
2026-01-06,3.2947684063459146,0.0,7.268362327474475
2026-01-07,3.339169015052439,0.0,7.016567957484443
2026-01-08,3.3680244301607862,0.0,7.452428808190521
2026-01-09,3.3804312854391436,0.0,7.512883581961933
2026-01-10,3.3758082572126495,0.0,7.05911151343314
2026-01-11,3.353917771933793,0.0,7.623964553867262
2026-01-12,3.3148795515408516,0.0,7.158440373241846
2026-01-13,3.2591755299162757,0.0,7.445926795611609
2026-01-14,3.187645895052603,0.0,7.111370355634677
2026-01-15,3.1014762412714347,0.0,6.725489929140918
2026-01-16,3.002176047891194,0.0,7.1552283634976135
2026-01-17,2.891548928834984,0.0,6.921250447976264
2026-01-18,2.7716553156615364,0.0,6.526000446020408
2026-01-19,2.644768438444607,0.0,6.568944112757225
2026-01-20,2.5133246493298604,0.0,6.213737025890725
2026-01-21,2.37986928751109,0.0,6.247119746711839
2026-01-22,2.246999407519072,0.0,6.258160540691388
2026-01-23,2.1173047817256743,0.0,6.1403536956762945
2026-01-24,1.9933086402877143,0.0,5.968434195991059
2026-01-25,1.877409625866799,0.0,5.944209220286871
2026-01-26,1.7718264159072585,0.0,5.837396683219869
2026-01-27,1.678546402531306,0.0,5.9136850377430905
2026-01-28,1.5992797208634701,0.0,5.4524982531070005
2026-01-29,1.5354197833459995,0.0,5.2724286794451904
2026-01-30,1.4880113138923527,0.0,5.657906238504674
2026-01-31,1.4577266858463236,0.0,5.363692714480858
2026-02-01,1.4448511566951525,0.0,5.206798797581923
2026-02-02,1.449277365946224,0.0,5.6328543246008165
2026-02-03,1.4705092265143265,0.0,5.462971727195109
2026-02-04,1.5076751006622495,0.0,5.473939720772895
2026-02-05,1.5595499153402717,0.0,5.530541729254057
2026-02-06,1.6245856449433544,0.0,5.847377129255683
2026-02-07,1.7009493780405855,0.0,5.496326819647432
2026-02-08,1.7865679941143335,0.0,5.792746084980616
2026-02-09,1.879178311768199,0.0,5.4559890260668595
2026-02-10,1.976381435500942,0.0,6.542833959212068
2026-02-11,2.075699927488699,0.0,5.910217663900159
2026-02-12,2.174636366370555,0.0,6.0560775987883035
2026-02-13,2.2707318283890183,0.0,6.328022737105356
2026-02-14,2.361622837906377,0.0,6.3711774199211275
2026-02-15,2.4450953838171037,0.0,6.558557200422252
2026-02-16,2.519134684171384,0.0,6.773648791494942
2026-02-17,2.581969500939949,0.0,6.516697275126948
2026-02-18,2.6321099569022888,0.0,6.53587447081976
2026-02-19,2.6683779829145737,0.0,6.54259314781089
2026-02-20,2.689929721472236,0.0,6.885307839184123
2026-02-21,2.6962694260749682,0.0,6.712932612456838
2026-02-22,2.687254619634416,0.0,6.868483765530063
2026-02-23,2.6630925029704318,0.0,6.463630091252692
2026-02-24,2.624327830220187,0.0,6.979653102326571
2026-02-25,2.571822685702789,0.0,6.389458279745023
2026-02-26,2.50672880070269,0.0,6.634716092945732
2026-02-27,2.4304532334186892,0.0,6.609821157879445
2026-02-28,2.3446183962062417,0.0,5.990819027495225
2026-03-01,2.2510175471509264,0.0,6.4933941129090105
2026-03-02,2.15156696465388,0.0,6.4427072638005045
2026-03-03,2.048256091718401,0.0,6.082252191233212
2026-03-04,1.9430969695018212,0.0,6.079376232060238
2026-03-05,1.838074276999267,0.0,5.858628908750059
2026-03-06,1.7350972559186606,0.0,5.812198915436326
2026-03-07,1.635954728335198,0.0,5.333595215716617
2026-03-08,1.542274311964172,0.0,5.529444527472243
2026-03-09,1.455486807014306,0.0,5.410062628093633
2026-03-10,1.3767965735213783,0.0,5.241664294827883
2026-03-11,1.307158543366066,0.0,5.578772093401589
2026-03-12,1.2472623218625507,0.0,5.165455351973562
2026-03-13,1.1975236352683762,0.0,5.0858853702909
2026-03-14,1.1580831783488617,0.0,5.203208233163869
2026-03-15,1.1288127158666825,0.0,5.071587834377987
2026-03-16,1.1093280990033476,0.0,5.065045922233905
2026-03-17,1.0990086774813814,0.0,5.151458576771469
2026-03-18,1.097022425315054,0.0,5.24706021435347
2026-03-19,1.1023559569221941,0.0,5.221656495486082
2026-03-20,1.1138484943488485,0.0,5.285835480377349
2026-03-21,1.1302287584329962,0.0,4.933638849417857
2026-03-22,1.1501536988519097,0.0,5.197293535292509
2026-03-23,1.1722479513089659,0.0,5.378892619259135
2026-03-24,1.1951429148523907,0.0,5.180980658632925
2026-03-25,1.2175143778436226,0.0,5.3381722593919045
2026-03-26,1.2381176858970788,0.0,5.022794479201079
2026-03-27,1.255819536896276,0.0,5.057088116799723
2026-03-28,1.2696256039083071,0.0,4.967543901240072
2026-03-29,1.2787033228032447,0.0,5.4283915283493585
2026-03-30,1.282399333437158,0.0,5.083568842826079
