date,predicted_rainfall_mm,lower_bound_mm,upper_bound_mm
2025-12-31,0.8521479019008059,0.0,3.503791741266311
2026-01-01,0.8614510997560098,0.0,3.2580700186604044
2026-01-02,0.8705168980988124,0.0,3.1392260399521237
2026-01-03,0.87945107250399,0.0,3.337100978298062
2026-01-04,0.8883450754664093,0.0,3.38601942397325
2026-01-05,0.8972729294649994,0.0,3.4671638151437127
2026-01-06,0.9062887100796281,0.0,3.5259321563897905
2026-01-07,0.9154246861858789,0.0,3.2128761701816235
2026-01-08,0.9246901644437944,0.0,3.5168239117237183
2026-01-09,0.9340710643342661,0.0,3.325192640647967
2026-01-10,0.9435302284995077,0.0,3.18546231892857
2026-01-11,0.9530084517359845,0.0,3.439169366757254
2026-01-12,0.9624261912897082,0.0,3.392516347010379
2026-01-13,0.9716859017057575,0.0,3.568354908362515
2026-01-14,0.9806749199358357,0.0,3.447338799907875
2026-01-15,0.9892688112011411,0.0,3.498006003157088
2026-01-16,0.997335073657227,0.0,3.6642485312837376
2026-01-17,1.0047370905509456,0.0,3.447768314095346
2026-01-18,1.0113382125324637,0.0,3.491929621256432
2026-01-19,1.017005850233255,0.0,3.5850813617127204
2026-01-20,1.0216154581779755,0.0,3.536314625532811
2026-01-21,1.0250542955020117,0.0,3.3960082206171887
2026-01-22,1.0272248566323678,0.0,3.5120070632941798
2026-01-23,1.0280478757955935,0.0,3.5621992624836345
2026-01-24,1.02746482260045,0.0,3.4668577407338
2026-01-25,1.0254398215822689,0.0,3.526528142392379
2026-01-26,1.0219609460083874,0.0,3.6092511966343697
2026-01-27,1.0170408549002532,0.0,3.5655137924039026
2026-01-28,1.0107167615658754,0.0,3.3497291986504587
2026-01-29,1.0030497413810717,0.0,3.4368862255874455
2026-01-30,0.9941234055351585,0.0,3.708502098931037
2026-01-31,0.9840419854161485,0.0,3.5938092914787596
2026-02-01,0.9729278887291718,0.0,3.5728879329055947
2026-02-02,0.9609188028586291,0.0,3.6003794188195952
2026-02-03,0.9481644329933057,0.0,3.6480112485215237
2026-02-04,0.9348229718078273,0.0,3.6403938007099104
2026-02-05,0.9210574037922222,0.0,3.3937646390477827
2026-02-06,0.907031750491816,0.0,3.3617672456723877
2026-02-07,0.8929073629061329,0.0,3.249511012839493
2026-02-08,0.8788393641363403,0.0,3.479896224895105
2026-02-09,0.8649733391999787,0.0,3.5734228733776088
2026-02-10,0.8514423599711366,0.0,3.3279350942034425
2026-02-11,0.8383644217541909,0.0,3.2220533922918393
2026-02-12,0.8258403544384797,0.0,3.3048006799966316
2026-02-13,0.8139522559414611,0.0,3.476640680592588
2026-02-14,0.802762479209908,0.0,3.328959905509244
2026-02-15,0.7923131869252545,0.0,3.233397736966433
2026-02-16,0.7826264707774672,0.0,3.3593233024096896
2026-02-17,0.7737050152587515,0.0,3.2138572488705144
2026-02-18,0.7655332698932297,0.0,3.0898340622824647
2026-02-19,0.7580790791442115,0.0,3.340515289231246
2026-02-20,0.7512957063545641,0.0,3.254284871328975
2026-02-21,0.7451241773561619,0.0,3.3502436078437396
2026-02-22,0.7394958611345066,0.0,3.2332725436019225
2026-02-23,0.7343351993792189,0.0,3.1016369260055825
2026-02-24,0.7295624940342591,0.0,3.369442022684662
2026-02-25,0.7250966621327064,0.0,3.3622709935995947
2026-02-26,0.7208578702265674,0.0,2.8816380824462624
2026-02-27,0.7167699664755388,0.0,3.283881797154915
2026-02-28,0.7127626367335438,0.0,3.0848179736458676
2026-03-01,0.7087732214831638,0.0,3.2682223379252635
2026-03-02,0.7047481428657604,0.0,3.213689693043583
2026-03-03,0.7006439049299974,0.0,3.2335984213071565
2026-03-04,0.6964276451240965,0.0,3.2801121443866723
2026-03-05,0.6920772305076756,0.0,3.167181712766235
2026-03-06,0.687580907662318,0.0,3.2227750775721398
2026-03-07,0.6829365303450844,0.0,3.0276359009268385
2026-03-08,0.678150403076976,0.0,3.036562991181836
2026-03-09,0.6732357916460348,0.0,3.087525906260792
2026-03-10,0.6682111625281847,0.0,3.018364897025097
2026-03-11,0.6630982221468588,0.0,3.149540223542813
2026-03-12,0.6579198334255217,0.0,3.028956453813688
2026-03-13,0.6526978910352502,0.0,3.265463730335184
2026-03-14,0.6474512379829952,0.0,3.042878796808591
2026-03-15,0.6421937046894759,0.0,3.0905397858297126
2026-03-16,0.6369323475220539,0.0,3.214021062405299
2026-03-17,0.6316659570109117,0.0,2.95363207034849
2026-03-18,0.6263838969052189,0.0,3.196748336317716
2026-03-19,0.621065324105736,0.0,3.061413541924529
2026-03-20,0.6156788266970622,0.0,3.2402976186382926
2026-03-21,0.6101825032014724,0.0,3.0562107261470235
2026-03-22,0.6045244912350618,0.0,3.1155355655615513
2026-03-23,0.598643938439447,0.0,3.099012151847603
2026-03-24,0.5924723933739278,0.0,3.244476225437278
2026-03-25,0.5859355794694177,0.0,3.067422819150074
2026-03-26,0.5789555016294777,0.0,3.02821540034238
2026-03-27,0.5714528230515739,0.0,3.1397648583216915
2026-03-28,0.5633494397201732,0.0,3.0962831262106882
2026-03-29,0.5545711721229645,0.0,3.185443090612881
2026-03-30,0.5450504883274642,0.0,3.0863739039418703
